rgn_id,habitat,year,trend
6,mangrove,1995 ,-0.10694444
6,mangrove,1999 ,-0.79854369
6,mangrove,2006,-1
6,mangrove,2016,-1
7,mangrove,1995 ,-0.825700853
7,mangrove,1999 ,-0.93100755
7,mangrove,2006,-0.821058159
7,mangrove,2016,-0.619246247
