rgn_id,year,trend
1,2012,0.0383
2,2012,0.0383
1,2013,0.0019
2,2013,0.0019
1,2014,0.079
2,2014,0.079
1,2015,0.2322
2,2015,0.2322
1,2016,0.1282
2,2016,0.1282
