rgn_id,year,status
1,2013,73.06705249
1,2014,83.03537853
1,2015,73.8637702
1,2016,79.72365565
1,2017,91.41218432
1,2018,100
2,2013,86.35017987
2,2014,86.95933113
2,2015,90.47721844
2,2016,100
2,2017,97.363611
2,2018,89.78072446
