rgn_id,year,score
1,2001,0.94
1,2002,0.91
1,2003,0.96
1,2004,0.79
1,2005,0.85
1,2006,0.94
1,2007,0.82
1,2008,0.97
1,2009,1.00
1,2010,0.99
1,2011,0.90
1,2012,0.82
1,2013,0.85
1,2014,0.81
1,2015,1.00
1,2016,0.94
1,2017,1.00
2,2001,0.94
2,2002,0.91
2,2003,0.96
2,2004,0.79
2,2005,0.85
2,2006,0.94
2,2007,0.82
2,2008,0.97
2,2009,1.00
2,2010,0.99
2,2011,0.90
2,2012,0.82
2,2013,0.85
2,2014,0.81
2,2015,1.00
2,2016,0.94
2,2017,1.00
