rgn_id,stock_id,year,bbmsy
1,Argopecten_purpuratus-87,2001,1.661749369
1,Argopecten_purpuratus-87,2002,1.640984169
1,Argopecten_purpuratus-87,2003,1.636749623
1,Argopecten_purpuratus-87,2004,1.658233836
1,Argopecten_purpuratus-87,2005,1.670376557
1,Argopecten_purpuratus-87,2006,1.65640164
1,Argopecten_purpuratus-87,2007,1.623120849
1,Argopecten_purpuratus-87,2008,1.596638067
1,Argopecten_purpuratus-87,2009,1.56674723
1,Argopecten_purpuratus-87,2010,1.472649984
1,Argopecten_purpuratus-87,2011,1.273312509
1,Argopecten_purpuratus-87,2012,1.090724462
1,Argopecten_purpuratus-87,2013,0.902307756
1,Argopecten_purpuratus-87,2014,0.673063591
1,Argopecten_purpuratus-87,2015,0.5020945
1,Argopecten_purpuratus-87,2016,0.43974376
1,Argopecten_purpuratus-87,2017,0.380027073
1,Concholepas_concholepas-87,2001,0.2602323
1,Concholepas_concholepas-87,2002,0.2774744
1,Concholepas_concholepas-87,2003,0.2974087
1,Concholepas_concholepas-87,2004,0.3163134
1,Concholepas_concholepas-87,2005,0.3283252
1,Concholepas_concholepas-87,2006,0.3301457
1,Concholepas_concholepas-87,2007,0.3244034
1,Concholepas_concholepas-87,2008,0.3117233
1,Concholepas_concholepas-87,2009,0.303225
1,Concholepas_concholepas-87,2010,0.2967608
1,Concholepas_concholepas-87,2011,0.2957247
1,Concholepas_concholepas-87,2012,0.2984635
1,Concholepas_concholepas-87,2013,0.3090973
1,Concholepas_concholepas-87,2014,0.3223369
1,Concholepas_concholepas-87,2015,0.3430534
1,Concholepas_concholepas-87,2016,0.3681985
1,Concholepas_concholepas-87,2017,0.3982584
1,Coryphaena_hippurus-87,2001,1.813645
1,Coryphaena_hippurus-87,2002,1.77387
1,Coryphaena_hippurus-87,2003,1.734971
1,Coryphaena_hippurus-87,2004,1.679489
1,Coryphaena_hippurus-87,2005,1.62117
1,Coryphaena_hippurus-87,2006,1.588089
1,Coryphaena_hippurus-87,2007,1.571741
1,Coryphaena_hippurus-87,2008,1.529526
1,Coryphaena_hippurus-87,2009,1.462029
1,Coryphaena_hippurus-87,2010,1.397912
1,Coryphaena_hippurus-87,2011,1.330836
1,Coryphaena_hippurus-87,2012,1.235566
1,Coryphaena_hippurus-87,2013,1.16423
1,Coryphaena_hippurus-87,2014,1.110825
1,Coryphaena_hippurus-87,2015,1.032175
1,Coryphaena_hippurus-87,2016,0.9619051
1,Coryphaena_hippurus-87,2017,0.931454
1,Cynoscion_analis-87,2001,0.5703697
1,Cynoscion_analis-87,2002,0.4553766
1,Cynoscion_analis-87,2003,0.3724137
1,Cynoscion_analis-87,2004,0.3167137
1,Cynoscion_analis-87,2005,0.2761218
1,Cynoscion_analis-87,2006,0.2484132
1,Cynoscion_analis-87,2007,0.2245394
1,Cynoscion_analis-87,2008,0.2148618
1,Cynoscion_analis-87,2009,0.2041994
1,Cynoscion_analis-87,2010,0.1826453
1,Cynoscion_analis-87,2011,0.1619358
1,Cynoscion_analis-87,2012,0.1488942
1,Cynoscion_analis-87,2013,0.1468532
1,Cynoscion_analis-87,2014,0.1578874
1,Cynoscion_analis-87,2015,0.1991557
1,Cynoscion_analis-87,2016,0.2515329
1,Cynoscion_analis-87,2017,0.3162876
1,Dissostichus_eleginoides-87,2001,0.6040666
1,Dissostichus_eleginoides-87,2002,0.560609
1,Dissostichus_eleginoides-87,2003,0.515996
1,Dissostichus_eleginoides-87,2004,0.4816643
1,Dissostichus_eleginoides-87,2005,0.4622814
1,Dissostichus_eleginoides-87,2006,0.4455345
1,Dissostichus_eleginoides-87,2007,0.4327656
1,Dissostichus_eleginoides-87,2008,0.4258392
1,Dissostichus_eleginoides-87,2009,0.4206574
1,Dissostichus_eleginoides-87,2010,0.4153187
1,Dissostichus_eleginoides-87,2011,0.4103416
1,Dissostichus_eleginoides-87,2012,0.4053823
1,Dissostichus_eleginoides-87,2013,0.403995
1,Dissostichus_eleginoides-87,2014,0.4076911
1,Dissostichus_eleginoides-87,2015,0.4155118
1,Dissostichus_eleginoides-87,2016,0.4226257
1,Dissostichus_eleginoides-87,2017,0.4322014
1,Engraulis_ringens-87,2001,1.138927337
1,Engraulis_ringens-87,2002,1.220610106
1,Engraulis_ringens-87,2003,1.115446313
1,Engraulis_ringens-87,2004,1.480582766
1,Engraulis_ringens-87,2005,1.346204204
1,Engraulis_ringens-87,2006,1.15917123
1,Engraulis_ringens-87,2007,1.408866942
1,Engraulis_ringens-87,2008,1.105331885
1,Engraulis_ringens-87,2009,1.024392029
1,Engraulis_ringens-87,2010,1.064535732
1,Engraulis_ringens-87,2011,1.244831396
1,Engraulis_ringens-87,2012,1.417670341
1,Engraulis_ringens-87,2013,1.355538261
1,Engraulis_ringens-87,2014,0.806726035
1,Engraulis_ringens-87,2015,0.962369262
1,Engraulis_ringens-87,2016,0.942152852
1,Engraulis_ringens-87,2017,1.036891774
1,Ethmidium_maculatum-87,2001,1.266309
1,Ethmidium_maculatum-87,2002,1.171511
1,Ethmidium_maculatum-87,2003,1.198435
1,Ethmidium_maculatum-87,2004,1.235852
1,Ethmidium_maculatum-87,2005,1.275226
1,Ethmidium_maculatum-87,2006,1.240666
1,Ethmidium_maculatum-87,2007,1.223836
1,Ethmidium_maculatum-87,2008,1.169099
1,Ethmidium_maculatum-87,2009,1.073111
1,Ethmidium_maculatum-87,2010,0.9982087
1,Ethmidium_maculatum-87,2011,0.9954981
1,Ethmidium_maculatum-87,2012,1.031491
1,Ethmidium_maculatum-87,2013,1.133079
1,Ethmidium_maculatum-87,2014,1.297437
1,Ethmidium_maculatum-87,2015,1.42577
1,Ethmidium_maculatum-87,2016,1.516666
1,Ethmidium_maculatum-87,2017,1.495604
1,Euthynnus_lineatus-87,2001,1.80109
1,Euthynnus_lineatus-87,2002,1.787378
1,Euthynnus_lineatus-87,2003,1.78052
1,Euthynnus_lineatus-87,2004,1.775349
1,Euthynnus_lineatus-87,2005,1.773183
1,Euthynnus_lineatus-87,2006,1.781397
1,Euthynnus_lineatus-87,2007,1.800232
1,Euthynnus_lineatus-87,2008,1.815838
1,Euthynnus_lineatus-87,2009,1.833484
1,Euthynnus_lineatus-87,2010,1.853283
1,Euthynnus_lineatus-87,2011,1.541743
1,Euthynnus_lineatus-87,2012,1.226481
1,Euthynnus_lineatus-87,2013,0.9124569
1,Euthynnus_lineatus-87,2014,0.5985365
1,Euthynnus_lineatus-87,2015,0.2806326
1,Euthynnus_lineatus-87,2016,0.2787876
1,Euthynnus_lineatus-87,2017,0.2685792
