rgn_id,year,trend
1,2012,0.0582
2,2012,0.0582
1,2013,0.0755
2,2013,0.0755
1,2014,0.0725
2,2014,0.0725
1,2015,0.0893
2,2015,0.0893
1,2016,0.1117
2,2016,0.1117
