rgn_id,year,trend
1,2010,-0.0109
2,2010,-0.0109
1,2011,-0.0034
2,2011,-0.0034
1,2012,-0.0035
2,2012,-0.0035
1,2013,-0.0033
2,2013,-0.0033
1,2014,-0.0038
2,2014,-0.0038
1,2015,-0.0042
2,2015,-0.0042
1,2016,-0.0051
2,2016,-0.0051
1,2017,-0.0056
2,2017,-0.0056
