rgn_id,year,pressure_score
1,2003,0.052354794
2,2003,0.052354794
1,2004,0.05229491
2,2004,0.05229491
1,2005,0.059634909
2,2005,0.059634909
1,2006,0.055646055
2,2006,0.055646055
1,2007,0.063228332
2,2007,0.063228332
1,2008,0.052106086
2,2008,0.052106086
1,2009,0.064710421
2,2009,0.064710421
1,2010,0.073017242
2,2010,0.073017242
1,2011,0.08451843
2,2011,0.08451843
1,2012,0.041343518
2,2012,0.041343518
1,2013,0.037545242
2,2013,0.037545242
1,2014,0.064156443
2,2014,0.064156443
1,2015,0.047655924
2,2015,0.047655924
1,2016,0.045426618
2,2016,0.045426618
1,2017,0.04214311
2,2017,0.04214311
