rgn_id,year,pressure_score
1,1950,0
1,1951,1
1,1952,0.02786414
1,1953,0.393031032
1,1954,0.535871414
1,1955,0.553469819
1,1956,0.594532762
1,1957,0.698363348
1,1958,0.749105414
1,1959,0.997242917
1,1960,1
1,1961,1
1,1962,0.968205549
1,1963,0.950607145
1,1964,0.605971725
1,1965,0.378072388
1,1966,0.400657007
1,1967,0.189182847
1,1968,0.722121194
1,1969,0.676072036
1,1970,0.567255236
1,1971,0.52003285
1,1972,0.58661348
1,1973,0.568428462
1,1974,0.546430457
1,1975,0.43732035
1,1976,0.616237461
1,1977,0.358714143
1,1978,0.399190473
1,1979,0.316477973
1,1980,0.212060773
1,1981,0.126415205
1,1982,0.102070746
1,1983,0.048102305
1,1984,0.151052971
1,1985,0.232298938
1,1986,0.170704523
1,1987,0.227312724
1,1988,0.134334487
1,1989,1
1,1990,0.641755148
1,1991,0.677831877
1,1992,1
1,1993,1
1,1994,0.552296592
1,1995,0.075086525
1,1996,0.004399601
1,1997,0.002639761
1,1998,0.000586613
1,1999,0.142547076
1,2000,0.075086525
1,2001,0.016718484
1,2002,0.178037191
1,2003,0.00175984
1,2004,0.00087992
1,2005,0.004692908
1,2006,0.004399601
1,2007,0.00087992
1,2008,0
1,2009,0
1,2010,0
1,2011,0.006452748
1,2012,0.000293307
1,2013,0.000293307
1,2014,0.001173227
1,2015,0
1,2016,0
1,2017,0
1,2018,0
1,2019,0
2,1950,0
2,1951,1
2,1952,0.02786414
2,1953,0.393031032
2,1954,0.535871414
2,1955,0.553469819
2,1956,0.594532762
2,1957,0.698363348
2,1958,0.749105414
2,1959,0.997242917
2,1960,1
2,1961,1
2,1962,0.968205549
2,1963,0.950607145
2,1964,0.605971725
2,1965,0.378072388
2,1966,0.400657007
2,1967,0.189182847
2,1968,0.722121194
2,1969,0.676072036
2,1970,0.567255236
2,1971,0.52003285
2,1972,0.58661348
2,1973,0.568428462
2,1974,0.546430457
2,1975,0.43732035
2,1976,0.616237461
2,1977,0.358714143
2,1978,0.399190473
2,1979,0.316477973
2,1980,0.212060773
2,1981,0.126415205
2,1982,0.102070746
2,1983,0.048102305
2,1984,0.151052971
2,1985,0.232298938
2,1986,0.170704523
2,1987,0.227312724
2,1988,0.134334487
2,1989,1
2,1990,0.641755148
2,1991,0.677831877
2,1992,1
2,1993,1
2,1994,0.552296592
2,1995,0.075086525
2,1996,0.004399601
2,1997,0.002639761
2,1998,0.000586613
2,1999,0.142547076
2,2000,0.075086525
2,2001,0.016718484
2,2002,0.178037191
2,2003,0.00175984
2,2004,0.00087992
2,2005,0.004692908
2,2006,0.004399601
2,2007,0.00087992
2,2008,0
2,2009,0
2,2010,0
2,2011,0.006452748
2,2012,0.000293307
2,2013,0.000293307
2,2014,0.001173227
2,2015,0
2,2016,0
2,2017,0
2,2018,0
2,2019,0
