rgn_id,taxa_code,taxa_group,year,tonnes
1,Blue shrimp_492,SH,1973,5
1,Blue shrimp_492,SH,1974,10
1,Blue shrimp_492,SH,1975,50
1,Blue shrimp_492,SH,1976,100
1,Blue shrimp_492,SH,1977,218
1,Blue shrimp_492,SH,1978,381
1,Blue shrimp_492,SH,1979,980
1,Blue shrimp_492,SH,1980,1578
1,Blue shrimp_492,SH,1981,2177
1,Blue shrimp_492,SH,1982,2776
1,Blue shrimp_492,SH,1983,3375
1,Blue shrimp_492,SH,1984,3360
1,Blue shrimp_492,SH,1985,3020
1,Blue shrimp_492,SH,1986,4363
1,Blue shrimp_492,SH,1987,6915
1,Blue shrimp_492,SH,1988,7776
1,Blue shrimp_492,SH,1989,7227
1,Blue shrimp_492,SH,1990,7784
1,Blue shrimp_492,SH,1991,10117
1,Blue shrimp_492,SH,1992,10134
1,Blue shrimp_492,SH,1993,8547
1,Blue shrimp_492,SH,1994,8873
1,Blue shrimp_492,SH,1995,9000
1,Blue shrimp_492,SH,1996,10000
1,Blue shrimp_492,SH,1997,13270
1,Blue shrimp_492,SH,1998,14400
1,Blue shrimp_492,SH,1999,12000
1,Blue shrimp_492,SH,2000,0
1,Blue shrimp_492,SH,2001,0
1,Blue shrimp_492,SH,2002,0
1,Blue shrimp_492,SH,2003,0
1,Blue shrimp_492,SH,2004,0
1,Blue shrimp_492,SH,2005,0
1,Blue shrimp_492,SH,2006,0
1,Blue shrimp_492,SH,2007,0
1,Blue shrimp_492,SH,2008,0
1,Blue shrimp_492,SH,2009,0
1,Blue shrimp_492,SH,2010,0
1,Blue shrimp_492,SH,2011,0
1,Blue shrimp_492,SH,2012,0
1,Blue shrimp_492,SH,2013,0
1,Blue shrimp_492,SH,2014,0
1,Blue shrimp_492,SH,2015,0
1,Blue shrimp_492,SH,2016,0
1,Red drum_493,F,1999,2372
1,Red drum_493,F,2000,1894
1,Red drum_493,F,2001,1894
1,Red drum_493,F,2002,1894
1,Red drum_493,F,2003,0
1,Red drum_493,F,2004,0
1,Red drum_493,F,2005,0
1,Red drum_493,F,2006,0
1,Red drum_493,F,2007,0
1,Red drum_493,F,2008,0
1,Red drum_493,F,2009,0
1,Red drum_493,F,2010,0
1,Red drum_493,F,2011,0
1,Red drum_493,F,2012,0
1,Red drum_493,F,2013,0
1,Red drum_493,F,2014,0
1,Red drum_493,F,2015,0
1,Red drum_493,F,2016,0
1,Scallops nei_494,BI,1987,3
1,Scallops nei_494,BI,1988,3
1,Scallops nei_494,BI,1989,0.1
1,Scallops nei_494,BI,1990,0.1
1,Scallops nei_494,BI,1991,0.1
1,Scallops nei_494,BI,1992,0.1
1,Scallops nei_494,BI,1993,0.1
1,Scallops nei_494,BI,1994,0.1
1,Scallops nei_494,BI,1995,0.1
1,Scallops nei_494,BI,1996,0.1
1,Scallops nei_494,BI,1997,0.1
1,Scallops nei_494,BI,1998,0.1
1,Scallops nei_494,BI,1999,0.1
1,Scallops nei_494,BI,2000,0.1
1,Scallops nei_494,BI,2001,0.1
1,Scallops nei_494,BI,2002,0
1,Scallops nei_494,BI,2003,0
1,Scallops nei_494,BI,2004,0
1,Scallops nei_494,BI,2005,0
1,Scallops nei_494,BI,2006,0
1,Scallops nei_494,BI,2007,0
1,Scallops nei_494,BI,2008,0
1,Scallops nei_494,BI,2009,0
1,Scallops nei_494,BI,2010,0
1,Scallops nei_494,BI,2011,0
1,Scallops nei_494,BI,2012,0
1,Scallops nei_494,BI,2013,0
1,Scallops nei_494,BI,2014,0
1,Scallops nei_494,BI,2015,0
1,Scallops nei_494,BI,2016,0
1,Whiteleg shrimp_495,SH,1969,10
1,Whiteleg shrimp_495,SH,1970,50
1,Whiteleg shrimp_495,SH,1971,50
1,Whiteleg shrimp_495,SH,1972,200
1,Whiteleg shrimp_495,SH,1973,500
1,Whiteleg shrimp_495,SH,1974,1000
1,Whiteleg shrimp_495,SH,1975,1500
1,Whiteleg shrimp_495,SH,1976,2000
1,Whiteleg shrimp_495,SH,1977,3188
1,Whiteleg shrimp_495,SH,1978,3500
1,Whiteleg shrimp_495,SH,1979,3718
1,Whiteleg shrimp_495,SH,1980,7602
1,Whiteleg shrimp_495,SH,1981,9923
1,Whiteleg shrimp_495,SH,1982,18724
1,Whiteleg shrimp_495,SH,1983,32325
1,Whiteleg shrimp_495,SH,1984,30240
1,Whiteleg shrimp_495,SH,1985,27185
1,Whiteleg shrimp_495,SH,1986,39265
1,Whiteleg shrimp_495,SH,1987,62238
1,Whiteleg shrimp_495,SH,1988,66704
1,Whiteleg shrimp_495,SH,1989,62836
1,Whiteleg shrimp_495,SH,1990,68636
1,Whiteleg shrimp_495,SH,1991,95121
1,Whiteleg shrimp_495,SH,1992,103003
1,Whiteleg shrimp_495,SH,1993,74857
1,Whiteleg shrimp_495,SH,1994,79858
1,Whiteleg shrimp_495,SH,1995,96597
1,Whiteleg shrimp_495,SH,1996,97920
1,Whiteleg shrimp_495,SH,1997,119439
1,Whiteleg shrimp_495,SH,1998,129600
1,Whiteleg shrimp_495,SH,1999,107700
1,Whiteleg shrimp_495,SH,2000,50110
1,Whiteleg shrimp_495,SH,2001,45269
1,Whiteleg shrimp_495,SH,2002,63600
1,Whiteleg shrimp_495,SH,2003,77400
1,Whiteleg shrimp_495,SH,2004,89600
1,Whiteleg shrimp_495,SH,2005,118500
1,Whiteleg shrimp_495,SH,2006,149200
1,Whiteleg shrimp_495,SH,2007,150000
1,Whiteleg shrimp_495,SH,2008,150000
1,Whiteleg shrimp_495,SH,2009,179100
1,Whiteleg shrimp_495,SH,2010,223313
1,Whiteleg shrimp_495,SH,2011,260000
1,Whiteleg shrimp_495,SH,2012,281100
1,Whiteleg shrimp_495,SH,2013,304000
1,Whiteleg shrimp_495,SH,2014,340000
1,Whiteleg shrimp_495,SH,2015,403000
1,Whiteleg shrimp_495,SH,2016,422000
2,Blue shrimp_492,SH,1973,5
2,Blue shrimp_492,SH,1974,10
2,Blue shrimp_492,SH,1975,50
2,Blue shrimp_492,SH,1976,100
2,Blue shrimp_492,SH,1977,218
2,Blue shrimp_492,SH,1978,381
2,Blue shrimp_492,SH,1979,980
2,Blue shrimp_492,SH,1980,1578
2,Blue shrimp_492,SH,1981,2177
2,Blue shrimp_492,SH,1982,2776
2,Blue shrimp_492,SH,1983,3375
2,Blue shrimp_492,SH,1984,3360
2,Blue shrimp_492,SH,1985,3020
2,Blue shrimp_492,SH,1986,4363
2,Blue shrimp_492,SH,1987,6915
2,Blue shrimp_492,SH,1988,7776
2,Blue shrimp_492,SH,1989,7227
2,Blue shrimp_492,SH,1990,7784
2,Blue shrimp_492,SH,1991,10117
2,Blue shrimp_492,SH,1992,10134
2,Blue shrimp_492,SH,1993,8547
2,Blue shrimp_492,SH,1994,8873
2,Blue shrimp_492,SH,1995,9000
2,Blue shrimp_492,SH,1996,10000
2,Blue shrimp_492,SH,1997,13270
2,Blue shrimp_492,SH,1998,14400
2,Blue shrimp_492,SH,1999,12000
2,Blue shrimp_492,SH,2000,0
2,Blue shrimp_492,SH,2001,0
2,Blue shrimp_492,SH,2002,0
2,Blue shrimp_492,SH,2003,0
2,Blue shrimp_492,SH,2004,0
2,Blue shrimp_492,SH,2005,0
2,Blue shrimp_492,SH,2006,0
2,Blue shrimp_492,SH,2007,0
2,Blue shrimp_492,SH,2008,0
2,Blue shrimp_492,SH,2009,0
2,Blue shrimp_492,SH,2010,0
2,Blue shrimp_492,SH,2011,0
2,Blue shrimp_492,SH,2012,0
2,Blue shrimp_492,SH,2013,0
2,Blue shrimp_492,SH,2014,0
2,Blue shrimp_492,SH,2015,0
2,Blue shrimp_492,SH,2016,0
2,Red drum_493,F,1999,2372
2,Red drum_493,F,2000,1894
2,Red drum_493,F,2001,1894
2,Red drum_493,F,2002,1894
2,Red drum_493,F,2003,0
2,Red drum_493,F,2004,0
2,Red drum_493,F,2005,0
2,Red drum_493,F,2006,0
2,Red drum_493,F,2007,0
2,Red drum_493,F,2008,0
2,Red drum_493,F,2009,0
2,Red drum_493,F,2010,0
2,Red drum_493,F,2011,0
2,Red drum_493,F,2012,0
2,Red drum_493,F,2013,0
2,Red drum_493,F,2014,0
2,Red drum_493,F,2015,0
2,Red drum_493,F,2016,0
2,Scallops nei_494,BI,1987,3
2,Scallops nei_494,BI,1988,3
2,Scallops nei_494,BI,1989,0.1
2,Scallops nei_494,BI,1990,0.1
2,Scallops nei_494,BI,1991,0.1
2,Scallops nei_494,BI,1992,0.1
2,Scallops nei_494,BI,1993,0.1
2,Scallops nei_494,BI,1994,0.1
2,Scallops nei_494,BI,1995,0.1
2,Scallops nei_494,BI,1996,0.1
2,Scallops nei_494,BI,1997,0.1
2,Scallops nei_494,BI,1998,0.1
2,Scallops nei_494,BI,1999,0.1
2,Scallops nei_494,BI,2000,0.1
2,Scallops nei_494,BI,2001,0.1
2,Scallops nei_494,BI,2002,0
2,Scallops nei_494,BI,2003,0
2,Scallops nei_494,BI,2004,0
2,Scallops nei_494,BI,2005,0
2,Scallops nei_494,BI,2006,0
2,Scallops nei_494,BI,2007,0
2,Scallops nei_494,BI,2008,0
2,Scallops nei_494,BI,2009,0
2,Scallops nei_494,BI,2010,0
2,Scallops nei_494,BI,2011,0
2,Scallops nei_494,BI,2012,0
2,Scallops nei_494,BI,2013,0
2,Scallops nei_494,BI,2014,0
2,Scallops nei_494,BI,2015,0
2,Scallops nei_494,BI,2016,0
2,Whiteleg shrimp_495,SH,1969,10
2,Whiteleg shrimp_495,SH,1970,50
2,Whiteleg shrimp_495,SH,1971,50
2,Whiteleg shrimp_495,SH,1972,200
2,Whiteleg shrimp_495,SH,1973,500
2,Whiteleg shrimp_495,SH,1974,1000
2,Whiteleg shrimp_495,SH,1975,1500
2,Whiteleg shrimp_495,SH,1976,2000
2,Whiteleg shrimp_495,SH,1977,3188
2,Whiteleg shrimp_495,SH,1978,3500
2,Whiteleg shrimp_495,SH,1979,3718
2,Whiteleg shrimp_495,SH,1980,7602
2,Whiteleg shrimp_495,SH,1981,9923
2,Whiteleg shrimp_495,SH,1982,18724
2,Whiteleg shrimp_495,SH,1983,32325
2,Whiteleg shrimp_495,SH,1984,30240
2,Whiteleg shrimp_495,SH,1985,27185
2,Whiteleg shrimp_495,SH,1986,39265
2,Whiteleg shrimp_495,SH,1987,62238
2,Whiteleg shrimp_495,SH,1988,66704
2,Whiteleg shrimp_495,SH,1989,62836
2,Whiteleg shrimp_495,SH,1990,68636
2,Whiteleg shrimp_495,SH,1991,95121
2,Whiteleg shrimp_495,SH,1992,103003
2,Whiteleg shrimp_495,SH,1993,74857
2,Whiteleg shrimp_495,SH,1994,79858
2,Whiteleg shrimp_495,SH,1995,96597
2,Whiteleg shrimp_495,SH,1996,97920
2,Whiteleg shrimp_495,SH,1997,119439
2,Whiteleg shrimp_495,SH,1998,129600
2,Whiteleg shrimp_495,SH,1999,107700
2,Whiteleg shrimp_495,SH,2000,50110
2,Whiteleg shrimp_495,SH,2001,45269
2,Whiteleg shrimp_495,SH,2002,63600
2,Whiteleg shrimp_495,SH,2003,77400
2,Whiteleg shrimp_495,SH,2004,89600
2,Whiteleg shrimp_495,SH,2005,118500
2,Whiteleg shrimp_495,SH,2006,149200
2,Whiteleg shrimp_495,SH,2007,150000
2,Whiteleg shrimp_495,SH,2008,150000
2,Whiteleg shrimp_495,SH,2009,179100
2,Whiteleg shrimp_495,SH,2010,223313
2,Whiteleg shrimp_495,SH,2011,260000
2,Whiteleg shrimp_495,SH,2012,281100
2,Whiteleg shrimp_495,SH,2013,304000
2,Whiteleg shrimp_495,SH,2014,340000
2,Whiteleg shrimp_495,SH,2015,403000
2,Whiteleg shrimp_495,SH,2016,422000
