rgn_id,year,score
1,2012,0.79370744
1,2013,0.789968305
1,2014,0.786229171
1,2015,0.782490036
1,2016,0.778750902
1,2017,0.775011767
1,2018,0.771272632
1,2019,0.767533498
1,2020,0.763794363
2,2012,0.79370744
2,2013,0.789968305
2,2014,0.786229171
2,2015,0.782490036
2,2016,0.778750902
2,2017,0.775011767
2,2018,0.771272632
2,2019,0.767533498
2,2020,0.763794363
