rgn_id,year,pressure_score
1,2000,0.593061245
1,2001,0.591188332
1,2002,0.58917312
1,2003,0.591149976
1,2004,0.588958393
1,2005,0.586612963
1,2006,0.588585809
1,2007,0.586128661
1,2008,0.583500992
1,2009,0.585392407
1,2010,0.58255927
1,2011,0.584632218
1,2012,0.581811051
1,2013,0.583823609
1,2014,0.580767409
1,2015,0.582722923
1,2016,0.579372041
1,2017,0.581225174
2,2000,0.593061245
2,2001,0.591188332
2,2002,0.58917312
2,2003,0.591149976
2,2004,0.588958393
2,2005,0.586612963
2,2006,0.588585809
2,2007,0.586128661
2,2008,0.583500992
2,2009,0.585392407
2,2010,0.58255927
2,2011,0.584632218
2,2012,0.581811051
2,2013,0.583823609
2,2014,0.580767409
2,2015,0.582722923
2,2016,0.579372041
2,2017,0.581225174
