rgn_id,year,pressure_score
1,2012,0.7594609
1,2013,0.636778654
1,2014,0.67022127
1,2015,0.904050271
1,2016,0.941747573
1,2017,1
2,2012,0.7594609
2,2013,0.636778654
2,2014,0.67022127
2,2015,0.904050271
2,2016,0.941747573
2,2017,1
