rgn_id,year,pressure_score
1,1973,0
1,1974,0.2
1,1975,0.2
1,1976,0.230769231
1,1977,0.216
1,1978,0.24
1,1979,0.24
1,1980,0.179104478
1,1981,0.172248804
1,1982,0.163265306
1,1983,0.434210526
1,1984,0.177399757
1,1985,0.472143998
1,1986,0.096734694
1,1987,0.020807062
1,1988,0.023076923
1,1989,0.017376195
1,1990,0.024920128
1,1991,0.015204678
1,1992,0.030219088
1,1993,0.052801408
1,1994,0.066951631
1,1995,0.051609688
1,1996,0.102534789
1,1997,0.04645499
1,1998,0.215778035
1,1999,0.22892354
1,2000,0.518853622
1,2001,0.505588235
1,2002,0.412621944
1,2003,0.400738449
1,2004,0.404420742
1,2005,0.342490333
1,2006,0.342861111
1,2007,0.368273531
1,2008,0.315998294
1,2009,0.326689739
1,2010,0.486207618
1,2011,0.456726732
1,2012,0.349187273
1,2013,0.474608655
1,2014,0.43165747
1,2015,0.305603902
1,2016,0.303865047
1,2017,0.181549594
1,2018,0.177428786
1,2019,0.330963334
2,1973,0
2,1974,0.2
2,1975,0.2
2,1976,0.230769231
2,1977,0.216
2,1978,0.24
2,1979,0.24
2,1980,0.179104478
2,1981,0.172248804
2,1982,0.163265306
2,1983,0.434210526
2,1984,0.177399757
2,1985,0.472143998
2,1986,0.096734694
2,1987,0.020807062
2,1988,0.023076923
2,1989,0.017376195
2,1990,0.024920128
2,1991,0.015204678
2,1992,0.030219088
2,1993,0.052801408
2,1994,0.066951631
2,1995,0.051609688
2,1996,0.102534789
2,1997,0.04645499
2,1998,0.215778035
2,1999,0.22892354
2,2000,0.518853622
2,2001,0.505588235
2,2002,0.412621944
2,2003,0.400738449
2,2004,0.404420742
2,2005,0.342490333
2,2006,0.342861111
2,2007,0.368273531
2,2008,0.315998294
2,2009,0.326689739
2,2010,0.486207618
2,2011,0.456726732
2,2012,0.349187273
2,2013,0.474608655
2,2014,0.43165747
2,2015,0.305603902
2,2016,0.303865047
2,2017,0.181549594
2,2018,0.177428786
2,2019,0.330963334
