rgn_id,year,trend
1,2012,0.53286
1,2013,-0.312863
1,2014,-0.235152
1,2015,-0.195696
1,2016,-0.064818
1,2017,-0.154946
1,2018,-0.082433
2,2012,0.53286
2,2013,-0.312863
2,2014,-0.235152
2,2015,-0.195696
2,2016,-0.064818
2,2017,-0.154946
2,2018,-0.082433
