rgn_id,year,pressure_score
1,2003,0.54787141
1,2004,0.6314736
1,2005,0.6314736
1,2006,0.51021723
1,2007,0.59396425
1,2008,0.53699348
1,2009,0.54250821
1,2010,0.52335872
1,2011,0.50874538
1,2012,0.48063181
1,2013,0.44584339
2,2003,0.54787141
2,2004,0.6314736
2,2005,0.6314736
2,2006,0.51021723
2,2007,0.59396425
2,2008,0.53699348
2,2009,0.54250821
2,2010,0.52335872
2,2011,0.50874538
2,2012,0.48063181
2,2013,0.44584339
