rgn_id,year,a_prot_3nm
1,2010,209.5
1,2011,209.5
1,2012,306.609
1,2013,306.609
1,2014,306.609
1,2015,306.609
1,2016,306.609
1,2017,306.609
1,2018,306.609
1,2019,306.609
2,2010,482.252
2,2011,482.252
2,2012,482.252
2,2013,482.252
2,2014,482.252
2,2015,482.252
2,2016,522.204
2,2017,522.204
2,2018,522.204
2,2019,522.204
