rgn_id,year,resilience_score
1,2010,0.586830981
2,2010,0.586830981
1,2011,0.601716426
2,2011,0.601716426
1,2012,0.610840477
2,2012,0.610840477
1,2013,0.607217563
2,2013,0.607217563
1,2014,0.605364578
2,2014,0.605364578
1,2015,0.601451207
2,2015,0.601451207
1,2016,0.604328022
2,2016,0.604328022
1,2017,0.603316307
2,2017,0.603316307
