rgn_id,year,score
1,2012,0.735673131
1,2013,0.732819226
1,2014,0.729965321
1,2015,0.727111417
1,2016,0.724257512
1,2017,0.721403607
1,2018,0.718549702
1,2019,0.715695797
1,2020,0.712841892
2,2012,0.735673131
2,2013,0.732819226
2,2014,0.729965321
2,2015,0.727111417
2,2016,0.724257512
2,2017,0.721403607
2,2018,0.718549702
2,2019,0.715695797
2,2020,0.712841892
