rgn_id,year,Ep
1,2010,0.0441
1,2011,0.049382021
1,2012,0.051222937
1,2013,0.05330265
1,2014,0.054675863
1,2015,0.060940062
1,2016,0.065101645
1,2017,0.064555761
1,2018,0.06005442
2,2010,0.0311
2,2011,0.034824963
2,2012,0.036123205
2,2013,0.037589851
2,2014,0.038558261
2,2015,0.042975872
2,2016,0.045910684
2,2017,0.045525718
2,2018,0.042351303
