rgn_id,year,pressure_score
1,1950,0
1,1951,0
1,1952,0
1,1953,0
1,1954,0
1,1955,0
1,1956,0
1,1957,0
1,1958,0
1,1959,0
1,1960,0
1,1961,0
1,1962,0
1,1963,0
1,1964,0
1,1965,0
1,1966,0
1,1967,0
1,1968,0
1,1969,0
1,1970,0
1,1971,0.0882352941176471
1,1972,0.0588235294117647
1,1973,0.147058823529412
1,1974,0.147058823529412
1,1975,0.147058823529412
1,1976,0.176470588235294
1,1977,0.176470588235294
1,1978,0.294117647058824
1,1979,0.490882352941176
1,1980,0.107941176470588
1,1981,0.135294117647059
1,1982,0
1,1983,0
1,1984,0.00176470588235294
1,1985,0.0364705882352941
1,1986,0.210294117647059
1,1987,0
1,1988,0
1,1989,0
1,1990,0
1,1991,0
1,1992,0
1,1993,1
1,1994,0.0667647058823529
1,1995,0.00470588235294118
1,1996,0.00294117647058824
1,1997,0.00294117647058824
1,1998,0.00294117647058824
1,1999,0.00294117647058824
1,2000,0.00294117647058824
1,2001,0.00294117647058824
1,2002,0
1,2003,0
1,2004,0
1,2005,0
1,2006,0
1,2007,0
1,2008,0
1,2009,0
1,2010,0
1,2011,0
1,2012,0
1,2013,0
1,2014,0
1,2015,0
1,2016,0
2,1950,0
2,1951,0
2,1952,0
2,1953,0
2,1954,0
2,1955,0
2,1956,0
2,1957,0
2,1958,0
2,1959,0
2,1960,0
2,1961,0
2,1962,0
2,1963,0
2,1964,0
2,1965,0
2,1966,0
2,1967,0
2,1968,0
2,1969,0
2,1970,0
2,1971,0.0882352941176471
2,1972,0.0588235294117647
2,1973,0.147058823529412
2,1974,0.147058823529412
2,1975,0.147058823529412
2,1976,0.176470588235294
2,1977,0.176470588235294
2,1978,0.294117647058824
2,1979,0.490882352941176
2,1980,0.107941176470588
2,1981,0.135294117647059
2,1982,0
2,1983,0
2,1984,0.00176470588235294
2,1985,0.0364705882352941
2,1986,0.210294117647059
2,1987,0
2,1988,0
2,1989,0
2,1990,0
2,1991,0
2,1992,0
2,1993,1
2,1994,0.0667647058823529
2,1995,0.00470588235294118
2,1996,0.00294117647058824
2,1997,0.00294117647058824
2,1998,0.00294117647058824
2,1999,0.00294117647058824
2,2000,0.00294117647058824
2,2001,0.00294117647058824
2,2002,0
2,2003,0
2,2004,0
2,2005,0
2,2006,0
2,2007,0
2,2008,0
2,2009,0
2,2010,0
2,2011,0
2,2012,0
2,2013,0
2,2014,0
2,2015,0
2,2016,0
