rgn_id,year,status
1,2008,63.687013
2,2008,63.687013
1,2009,65.180968
2,2009,65.180968
1,2010,66.312551
2,2010,66.312551
1,2011,70.925418
2,2011,70.925418
1,2012,68.249844
2,2012,68.249844
1,2013,69.07123
2,2013,69.07123
1,2014,72.105891
2,2014,72.105891
1,2015,73.155784
2,2015,73.155784
1,2016,74.54508
2,2016,74.54508
1,2017,73.225229
2,2017,73.225229
1,2018,76.051906
2,2018,76.051906
