rgn_id,habitat,year,trend
1,mangrove,2012,-9.18e-4
1,mangrove,2013,-8.22e-4
1,mangrove,2014,-7.9e-4
1,mangrove,2015,-9.18e-4
2,mangrove,2012,-9.18e-4
2,mangrove,2013,-8.22e-4
2,mangrove,2014,-7.9e-4
2,mangrove,2015,-9.18e-4
