rgn_id,year,pressure_score
1,1996,0.571828057
1,1998,0.548163167
1,2000,0.568892887
1,2002,0.56034078
1,2003,0.56530285
1,2004,0.575727217
1,2005,0.58613769
1,2006,0.572339097
1,2007,0.562791497
1,2008,0.554700083
1,2009,0.568181407
1,2010,0.547378277
1,2011,0.537320843
1,2012,0.54636258
1,2013,0.5455411
1,2014,0.53951306
1,2015,0.53250483
1,2016,0.515080913
1,2017,0.523149547
1,2018,0.52804197
1,2019,0.509799453
2,1996,0.571828057
2,1998,0.548163167
2,2000,0.568892887
2,2002,0.56034078
2,2003,0.56530285
2,2004,0.575727217
2,2005,0.58613769
2,2006,0.572339097
2,2007,0.562791497
2,2008,0.554700083
2,2009,0.568181407
2,2010,0.547378277
2,2011,0.537320843
2,2012,0.54636258
2,2013,0.5455411
2,2014,0.53951306
2,2015,0.53250483
2,2016,0.515080913
2,2017,0.523149547
2,2018,0.52804197
2,2019,0.509799453
