rgn_id,year,resilience_score
1,2011,0.690374994
2,2011,0.690374994
1,2012,0.695733337
2,2012,0.695733337
1,2013,0.709633328
2,2013,0.709633328
1,2014,0.713408333
2,2014,0.713408333
1,2015,0.716066659
2,2015,0.716066659
1,2016,0.721783323
2,2016,0.721783323
1,2017,0.734675004
2,2017,0.734675004
1,2018,0.740266657
2,2018,0.740266657
1,2019,0.738149996
2,2019,0.738149996
1,2020,0.742166662
2,2020,0.742166662
