rgn_id,year,Ep
1,2005,0.012385
1,2006,0.016782
1,2007,0.01221
1,2008,0.015275
1,2009,0.013954
1,2010,0.01201
1,2011,0.011079
1,2012,0.012882
1,2013,0.025007
1,2014,0.034438
1,2015,0.026231
1,2016,0.02787
1,2017,0.032064
1,2018,0.027806
1,2019,0.033029
2,2005,0.012385
2,2006,0.016782
2,2007,0.01221
2,2008,0.015275
2,2009,0.013954
2,2010,0.01201
2,2011,0.011079
2,2012,0.012882
2,2013,0.025007
2,2014,0.034438
2,2015,0.026231
2,2016,0.02787
2,2017,0.032064
2,2018,0.027806
1,2019,0.033029
