rgn_id,year,value
6,2010,0.56574948
6,2011,0.6114106
6,2012,0.6104396
6,2013,0.6565006
6,2014,0.6712503
6,2015,0.691172
6,2016,0.7245
7,2010,0.55672473
7,2011,0.6462546
7,2012,0.6502692
7,2013,0.6337908
7,2014,0.6920232
7,2015,0.6665376
7,2016,0.7477
