rgn_id,year,product,weight
1,2015,corals,0.00251589613417873
1,2015,fish_oil,0.974597622788037
1,2015,ornamentals,0.00440124636111238
1,2015,seaweeds,0.018485234716672
2,2015,corals,0.00251589613417873
2,2015,fish_oil,0.974597622788037
2,2015,ornamentals,0.00440124636111238
2,2015,seaweeds,0.018485234716672
