rgn_id,year,trend
6,2009,-0.0407
6,2010,-0.0444
6,2011,-0.0485
6,2012,-0.053
6,2013,-0.058
6,2014,-0.0637
6,2015,-0.07
7,2009,-0.0407
7,2010,-0.0444
7,2011,-0.0485
7,2012,-0.053
7,2013,-0.058
7,2014,-0.0637
7,2015,-0.07
