rgn_id,year,pressure_score
1,2000,0.550621115327018
1,2001,0.547900235900478
1,2002,0.544947820163329
1,2003,0.541751270906133
1,2004,0.538296314980716
1,2005,0.534566750272183
1,2006,0.530712942056364
1,2007,0.526539405671455
1,2008,0.522022233831308
1,2009,0.517133854973056
1,2010,0.511842317920357
1,2011,0.506097906524645
1,2012,0.499869839550263
1,2013,0.493106489950509
1,2014,0.485746326699089
1,2015,0.477715292092431
2,2000,0.550621115327018
2,2001,0.547900235900478
2,2002,0.544947820163329
2,2003,0.541751270906133
2,2004,0.538296314980716
2,2005,0.534566750272183
2,2006,0.530712942056364
2,2007,0.526539405671455
2,2008,0.522022233831308
2,2009,0.517133854973056
2,2010,0.511842317920357
2,2011,0.506097906524645
2,2012,0.499869839550263
2,2013,0.493106489950509
2,2014,0.485746326699089
2,2015,0.477715292092431
