rgn_id,year,pressure_score
6,2003,0.00976094708045872
6,2004,0.0050596049687488
6,2005,0
6,2006,0
6,2007,0
6,2008,0.0124072532398628
6,2009,0.0501667308834121
6,2010,0
6,2011,6.21403048784552e-4
6,2012,0
6,2013,0
6,2014,0.0235666469695942
6,2015,0.00554565726347567
7,2003,0.00976094708045872
7,2004,0.0050596049687488
7,2005,0
7,2006,0
7,2007,0
7,2008,0.0124072532398628
7,2009,0.0501667308834121
7,2010,0
7,2011,6.21403048784552e-4
7,2012,0
7,2013,0
7,2014,0.0235666469695942
7,2015,0.00554565726347567
