rgn_id,year,a_prot_1km
1,2010,2.2029
1,2011,2.2029
1,2012,2.7477
1,2013,2.7477
1,2014,2.7477
1,2015,2.7477
1,2016,2.7477
1,2017,2.7477
1,2018,2.7477
1,2019,2.7477
2,2010,44.8422
2,2011,44.8422
2,2012,44.8422
2,2013,44.8422
2,2014,44.8422
2,2015,44.8422
2,2016,44.8422
2,2017,44.8422
2,2018,44.8422
2,2019,44.8422
