rgn_id,year,score
6,2012,0.847376871630845
6,2013,0.845778051109871
6,2014,0.844179230588897
6,2015,0.842580410067923
6,2016,0.840981589546949
6,2017,0.839382769025974
6,2018,0.837783948505
7,2012,0.847376871630845
7,2013,0.845778051109871
7,2014,0.844179230588897
7,2015,0.842580410067923
7,2016,0.840981589546949
7,2017,0.839382769025974
7,2018,0.837783948505
