rgn_id,year,pressure_score
6,1996,0.589117090931783
6,1998,0.570582952598731
6,2000,0.6221960897247
6,2002,0.630623966952165
6,2003,0.636636773496866
6,2004,0.638728840649128
6,2005,0.646640280882517
6,2006,0.66669551829497
6,2007,0.659775431950887
6,2008,0.6603169242541
6,2009,0.668991974989573
6,2010,0.65607842206955
6,2011,0.650218758980433
6,2012,0.636712208390236
6,2013,0.613347502052784
6,2014,0.617150335324307
6,2015,0.621849410732587
6,2016,0.605410688618819
7,1996,0.589117090931783
7,1998,0.570582952598731
7,2000,0.6221960897247
7,2002,0.630623966952165
7,2003,0.636636773496866
7,2004,0.638728840649128
7,2005,0.646640280882517
7,2006,0.66669551829497
7,2007,0.659775431950887
7,2008,0.6603169242541
7,2009,0.668991974989573
7,2010,0.65607842206955
7,2011,0.650218758980433
7,2012,0.636712208390236
7,2013,0.613347502052784
7,2014,0.617150335324307
7,2015,0.621849410732587
7,2016,0.605410688618819
