rgn_id,year,trend
6,2006,0.32
6,2007,-0.87
6,2008,-0.54
6,2009,-0.44
6,2010,1.07
6,2011,0.52
6,2012,0.31
6,2013,-0.68
6,2014,-0.52
6,2015,0.38
6,2016,2.49
7,2006,-0.03
7,2007,-0.92
7,2008,-0.65
7,2009,-0.47
7,2010,1.65
7,2011,0.47
7,2012,-0.02
7,2013,-1.15
7,2014,-0.68
7,2015,1.70
7,2016,4.58
