rgn_id,year,trend
6,2012,0.0872
6,2013,0.2496
6,2014,0.3203
6,2015,0.2497
6,2016,0.1039
7,2012,0.0872
7,2013,0.2496
7,2014,0.3203
7,2015,0.2497
7,2016,0.1039
