rgn_id,year,trend
6,2012,-0.1172
6,2013,0.1689
6,2014,0.1153
6,2015,0.0431
6,2016,-0.073
7,2012,-0.1172
7,2013,0.1689
7,2014,0.1153
7,2015,0.0431
7,2016,-0.073
