rgn_id,year,pressure_score
1,1993,0.0850407971302176
1,1994,0.020565666922023
1,1995,0
1,1996,0
1,1997,0.501064455217336
1,1998,0.179628153339109
1,1999,0
1,2000,0
1,2001,0
1,2002,0.146447245016326
1,2003,0.0297164998222664
1,2004,0.0533486986592646
1,2005,0.0730049166334412
1,2006,0.147285065762562
1,2007,0
1,2008,0.115145474965735
1,2009,0.14151268217094
1,2010,0.0535646059984797
1,2011,0.0823609089792283
1,2012,0.160290071924184
1,2013,0.112147671211904
1,2014,0.276124579730231
1,2015,0.463614849607071
1,2016,0.183819132467349
1,2017,0.190045635401542
2,1993,0.0850407971302176
2,1994,0.020565666922023
2,1995,0
2,1996,0
2,1997,0.501064455217336
2,1998,0.179628153339109
2,1999,0
2,2000,0
2,2001,0
2,2002,0.146447245016326
2,2003,0.0297164998222664
2,2004,0.0533486986592646
2,2005,0.0730049166334412
2,2006,0.147285065762562
2,2007,0
2,2008,0.115145474965735
2,2009,0.14151268217094
2,2010,0.0535646059984797
2,2011,0.0823609089792283
2,2012,0.160290071924184
2,2013,0.112147671211904
2,2014,0.276124579730231
2,2015,0.463614849607071
2,2016,0.183819132467349
2,2017,0.190045635401542
