rgn_id,habitat,year,km2
1,mangrove,2015,959.695372
1,mangrove_inland1km,2015,416.070791
1,mangrove_offshore,2015,112.836985
2,mangrove,2015,959.695372
2,mangrove_inland1km,2015,416.070791
2,mangrove_offshore,2015,112.836985
