rgn_id,year,status
6,2013,73.06705249
6,2014,83.03537853
6,2015,73.8637702
6,2016,79.72365565
6,2017,91.41218432
6,2018,100
7,2013,86.35017987
7,2014,86.95933113
7,2015,90.47721844
7,2016,100
7,2017,97.363611
7,2018,89.78072446
