rgn_id,stock_id_taxonkey,year,mean_catch
6,Sardinops_sagax-87_601477,1981,102040.8
6,Scomber_japonicus-87_600117,1981,179235.2
6,Sardinops_sagax-87_601477,1982,125640.8
6,Scomber_japonicus-87_600117,1982,235750.0
6,Sardinops_sagax-87_601477,1983,41665.2
6,Scomber_japonicus-87_600117,1983,101066.8
6,Sardinops_sagax-87_601477,1984,259513.6
6,Scomber_japonicus-87_600117,1984,158765.2
6,Sardinops_sagax-87_601477,1985,486234.8
6,Scomber_japonicus-87_600117,1985,159145.2
6,Sardinops_sagax-87_601477,1986,236103.2
6,Scomber_japonicus-87_600117,1986,109940.8
6,Sardinops_sagax-87_601477,1987,84038.8
6,Scomber_japonicus-87_600117,1987,59720.8
6,Sardinops_sagax-87_601477,1988,152934.8
6,Scomber_japonicus-87_600117,1988,102219.2
6,Sardinops_sagax-87_601477,1989,104348.8
6,Scomber_japonicus-87_600117,1989,56533.2
6,Sardinops_sagax-87_601477,1990,6758.0
6,Scomber_japonicus-87_600117,1990,31455.6
6,Trachurus_murphyi-87_600367,1990,1657.6
6,Sardinops_sagax-87_601477,1991,1350.8
6,Scomber_japonicus-87_600117,1991,22009.2
6,Trachurus_murphyi-87_600367,1991,18125.2
6,Sardinops_sagax-87_601477,1992,84.8
6,Scomber_japonicus-87_600117,1992,10260.4
6,Trachurus_murphyi-87_600367,1992,6008.8
6,Sardinops_sagax-87_601477,1993,0.0
6,Scomber_japonicus-87_600117,1993,20392.0
6,Trachurus_murphyi-87_600367,1993,1069.2
6,Sardinops_sagax-87_601477,1994,84.8
6,Scomber_japonicus-87_600117,1994,15596.4
6,Trachurus_murphyi-87_600367,1994,14630.0
6,Sardinops_sagax-87_601477,1995,13843.6
6,Scomber_japonicus-87_600117,1995,25430.8
6,Trachurus_murphyi-87_600367,1995,69757.2
6,Sardinops_sagax-87_601477,1996,142590.8
6,Scomber_japonicus-87_600117,1996,31793.6
6,Trachurus_murphyi-87_600367,1996,22712.8
6,Sardinops_sagax-87_601477,1997,22438.4
6,Scomber_japonicus-87_600117,1997,76872.4
6,Trachurus_murphyi-87_600367,1997,12120.8
6,Sardinops_sagax-87_601477,1998,404.8
6,Scomber_japonicus-87_600117,1998,17886.4
6,Trachurus_murphyi-87_600367,1998,10360.0
6,Sardinops_sagax-87_601477,1999,3528.4
6,Scomber_japonicus-87_600117,1999,11322.8
6,Trachurus_murphyi-87_600367,1999,7628.8
6,Sardinops_sagax-87_601477,2000,20576.0
6,Scomber_japonicus-87_600117,2000,33569.2
6,Trachurus_murphyi-87_600367,2000,2848.8
6,Engraulis_ringens-87_600004,2001,826.0
6,Sardinops_sagax-87_601477,2001,16838.8
6,Scomber_japonicus-87_600117,2001,34099.2
6,Trachurus_murphyi-87_600367,2001,53587.6
6,Engraulis_ringens-87_600004,2002,28405.2
6,Sardinops_sagax-87_601477,2002,769.6
6,Scomber_japonicus-87_600117,2002,6829.6
6,Trachurus_murphyi-87_600367,2002,241.6
6,Engraulis_ringens-87_600004,2003,13352.8
6,Sardinops_sagax-87_601477,2003,252.8
6,Scomber_japonicus-87_600117,2003,13308.8
6,Trachurus_murphyi-87_600367,2003,0.0
6,Chloroscombrus_orqueta-87_601937,2004,4152.0
6,Decapterus_macrosoma-87_601938,2004,448.7
6,Dosidicus_gigas-87_690206,2004,41.0
6,Engraulis_ringens-87_600004,2004,4509.2
6,Fistularia_corneta-87_608289,2004,1813.8
6,Sardinops_sagax-87_601477,2004,217.2
6,Scomber_japonicus-87_600117,2004,20722.4
6,Scomberomorus_sierra-87_600136,2004,0.0
6,Trachurus_murphyi-87_600367,2004,0.0
6,Chloroscombrus_orqueta-87_601937,2005,1963.8
6,Decapterus_macrosoma-87_601938,2005,257.9
6,Dosidicus_gigas-87_690206,2005,0.0
6,Engraulis_ringens-87_600004,2005,15963.2
6,Fistularia_corneta-87_608289,2005,573.7
6,Sardinops_sagax-87_601477,2005,1.6
6,Scomber_japonicus-87_600117,2005,46162.4
6,Scomberomorus_sierra-87_600136,2005,0.0
6,Trachurus_murphyi-87_600367,2005,0.0
6,Chloroscombrus_orqueta-87_601937,2006,2810.3
6,Decapterus_macrosoma-87_601938,2006,2095.8
6,Dosidicus_gigas-87_690206,2006,0.0
6,Engraulis_ringens-87_600004,2006,30642.4
6,Fistularia_corneta-87_608289,2006,954.8
6,Sardinops_sagax-87_601477,2006,3.6
6,Scomber_japonicus-87_600117,2006,15065.6
6,Scomberomorus_sierra-87_600136,2006,279.8
6,Trachurus_murphyi-87_600367,2006,0.0
6,Acanthocybium_solandri-87_600089,2007,13.8
6,Alopias_superciliosus-87_602534,2007,24.2
6,Alopias_vulpinus-87_602535,2007,0.0
6,Carcharhinus_falciformis-87_600868,2007,130.4
6,Chloroscombrus_orqueta-87_601937,2007,317252.9
6,Coryphaena_hippurus-87_600006,2007,3925.5
6,Dasyatis-87_500646,2007,1.8
6,Decapterus_macrosoma-87_601938,2007,319583.9
6,Dosidicus_gigas-87_690206,2007,3342.6
6,Engraulis_ringens-87_600004,2007,23723.6
6,Euthynnus_lineatus-87_600098,2007,2.0
6,Fistularia_corneta-87_608289,2007,12602.2
6,Isurus_oxyrinchus-87_600752,2007,36.7
6,Mustelus_henlei-87_602540,2007,0.0
6,Sarda_orientalis-87_600114,2007,2.5
6,Sardinops_sagax-87_601477,2007,0.0
6,Scomber_japonicus-87_600117,2007,17268.4
6,Scomberomorus_sierra-87_600136,2007,0.0
6,Sphyrna_lewini-87_600912,2007,0.0
6,Thunnus_albacares-87_600143,2007,288.0
6,Thunnus_obesus-87_600146,2007,8.3
6,Trachurus_murphyi-87_600367,2007,370.8
6,Xiphias_gladius-87_600226,2007,49.2
6,Acanthocybium_solandri-87_600089,2008,54.7
6,Alopias_superciliosus-87_602534,2008,158.9
6,Alopias_vulpinus-87_602535,2008,2.7
6,Carcharhinus_falciformis-87_600868,2008,663.0
6,Chloroscombrus_orqueta-87_601937,2008,3077.1
6,Coryphaena_hippurus-87_600006,2008,11029.8
6,Dasyatis-87_500646,2008,2.0
6,Decapterus_macrosoma-87_601938,2008,15120.0
6,Dosidicus_gigas-87_690206,2008,0.0
6,Engraulis_ringens-87_600004,2008,17826.4
6,Fistularia_corneta-87_608289,2008,1087.0
6,Isurus_oxyrinchus-87_600752,2008,154.9
6,Mustelus_henlei-87_602540,2008,0.2
6,Sarda_orientalis-87_600114,2008,6.3
6,Sardinops_sagax-87_601477,2008,0.0
