rgn_id,habitat,year,health
6,mangrove,1984 ,1.001388889
6,mangrove,1987 ,1.001388889
6,mangrove,1991 ,1.001388889
6,mangrove,1995 ,0.893055556
6,mangrove,1999 ,0.255972222
6,mangrove, 2006 ,0.223203521
6,mangrove,2016 ,0.209888889
7,mangrove,1984 ,0.668814209
7,mangrove,1987 ,0.530524116
7,mangrove,1991 ,0.454850775
7,mangrove,1995 ,0.281269023
7,mangrove,1999 ,0.16819711
7,mangrove, 2006 ,0.236969898
7,mangrove,2016 ,0.195334905
