rgn_id,year,a_prot_3nm
1,2009,14.3
1,2010,14.3
1,2011,14.3
1,2012,14.3
1,2013,14.3
1,2014,14.3
1,2015,14.3
1,2016,14.3
1,2017,14.3
1,2018,14.3
1,2019,14.3
1,2020,14.3
2,2009,0
2,2010,0
2,2011,0
2,2012,0
2,2013,0
2,2014,0
2,2015,0
2,2016,0
2,2017,0
2,2018,0
2,2019,0
2,2020,0
