rgn_id,year,a_prot_1km
6,2010,2.2029
6,2011,2.2029
6,2012,2.7477
6,2013,2.7477
6,2014,2.7477
6,2015,2.7477
6,2016,2.7477
6,2017,2.7477
6,2018,2.7477
6,2019,2.7477
7,2010,44.8422
7,2011,44.8422
7,2012,44.8422
7,2013,44.8422
7,2014,44.8422
7,2015,44.8422
7,2016,44.8422
7,2017,44.8422
7,2018,44.8422
7,2019,44.8422
