"rgn_id","habitat","boolean","layer"
1,"mangrove",1,"element_wts_hab_pres_abs"
2,"mangrove",1,"element_wts_hab_pres_abs"
1,"coral",1,"element_wts_hab_pres_abs"
2,"coral",1,"element_wts_hab_pres_abs"
1,"soft_bottom",1,"element_wts_hab_pres_abs"
2,"soft_bottom",1,"element_wts_hab_pres_abs"
