"rgn_id","habitat","extent_rank","layer"
1,"coral",286.4264,"element_wts_cp_km2_x_protection"
2,"coral",286.4264,"element_wts_cp_km2_x_protection"
1,"mangrove",2115.631104,"element_wts_cp_km2_x_protection"
2,"mangrove",2115.631104,"element_wts_cp_km2_x_protection"
