rgn_id,year,trend
6,2013,0.42
6,2014,0.65
6,2015,-0.39
6,2016,-0.23
6,2017,-0.32
7,2013,-0.03
7,2014,0.02
7,2015,-0.10
7,2016,0.22
7,2017,0.29
